,goto,lats,lons,severity,time
713,False,53.84247728625741,-1.6286634246453555,4,6566
712,True,53.84247728625741,-1.6286634246453555,4,6566
719,False,53.84957942003449,-1.6501701649882972,3,6596
714,True,53.7770604550816,-1.571380965859529,3,6599
715,False,53.7770604550816,-1.571380965859529,3,6599
716,True,53.83171207750379,-1.37913398072613,3,6606
717,True,53.801758190959625,-1.4947877060583736,3,6646
720,False,53.808305208031015,-1.5523234355562174,2,6646
718,True,53.80147904224337,-1.4989512603784905,4,6648
721,True,53.8826574055701,-1.6541385829766244,4,6657
722,False,53.8826574055701,-1.6541385829766244,4,6657
723,False,53.8826574055701,-1.6541385829766244,4,6657
724,False,53.81037743632443,-1.5941702187343165,4,6657
725,True,53.823977270562715,-1.4864691637246492,3,6658
726,True,53.79793916922883,-1.667603408643143,3,6702
727,False,53.79793916922883,-1.667603408643143,3,6702
728,False,53.79793916922883,-1.667603408643143,3,6702
729,True,53.800989331557844,-1.5335440230452668,3,6704
730,True,53.81593567084391,-1.4913214088514313,4,6705
731,True,53.749135746532566,-1.634187349663765,3,6707
732,False,53.84437858277633,-1.3424390504366734,3,6707
735,True,53.82258659293587,-1.320586152599098,2,6716
736,True,53.80716970811773,-1.563709262785195,3,6718
738,True,53.8025967785294,-1.5717432654486265,3,6735
741,False,53.78311692619445,-1.5301756613459558,3,6735
737,False,53.93979890096562,-1.3873717728812778,2,6736
742,False,53.748316193050066,-1.6366055327170563,3,6737
739,True,53.77044648686149,-1.5308784313354054,6,6737
740,False,53.77044648686149,-1.5308784313354054,6,6737
743,True,53.81090839956486,-1.5466463049324666,3,6739
744,True,53.732262043587454,-1.4990466666185354,3,6751
745,True,53.756518682769176,-1.5318374089600755,5,6753
747,False,53.756518682769176,-1.5318374089600755,5,6753
746,False,53.756518682769176,-1.5318374089600755,5,6753
748,True,53.815913246831336,-1.4988095771529835,3,6755
749,False,53.815913246831336,-1.4988095771529835,3,6755
734,False,53.70779525376451,-1.5606772759945264,4,6758
733,False,53.70779525376451,-1.5606772759945264,3,6758
750,True,53.79617154970315,-1.5475794004200103,2,6765
751,True,53.8035614045067,-1.5362486011899188,4,6782
752,True,53.799388539004475,-1.545009330190264,3,6786
753,True,53.81528508662202,-1.51881992074982,2,6794
755,False,53.90346019936444,-1.3750574427527438,3,6801
754,True,53.77219206801272,-1.587665202555678,3,6801
756,True,53.81227078115319,-1.5725559450996653,3,6802
757,True,53.82131659232014,-1.488522002467444,3,6803
758,True,53.82160219267249,-1.513992969242805,3,6805
759,True,53.756766984170255,-1.6198489395873705,2,6808
760,True,53.80010032087838,-1.5337512584899493,3,6809
761,True,53.862887125701455,-1.4520848638787593,4,6813
762,False,53.862887125701455,-1.4520848638787593,4,6813
763,False,53.862887125701455,-1.4520848638787593,4,6813
764,True,53.81482699095837,-1.5325399454458353,3,6814
765,True,53.80875299058647,-1.5895846062723675,3,6832
766,False,53.800573175321716,-1.525972389651593,3,6832
682,False,53.81544522945621,-1.6017913333818172,3,6833
767,True,53.773276283866615,-1.5468695911686052,3,6842
768,True,53.72844281132975,-1.4441482632428184,5,6844
769,False,53.72844281132975,-1.4441482632428184,5,6844
770,False,53.72844281132975,-1.4441482632428184,5,6844
771,False,53.72844281132975,-1.4441482632428184,5,6844
772,False,53.72844281132975,-1.4441482632428184,5,6844
773,False,53.82465027917733,-1.5634062485205777,3,6844
774,True,53.75141831942585,-1.5424186865543228,2,6850
776,False,53.81518373635903,-1.5961590245027186,2,6873
777,False,53.81518373635903,-1.5961590245027186,2,6873
775,True,53.808755828123466,-1.5624020107529342,3,6898
778,True,53.733738193002935,-1.5399426630264894,3,6899
779,True,53.78024817883108,-1.525214938330355,3,6936
780,True,53.7492528642745,-1.4564450336169803,4,6939
781,True,53.82716550124435,-1.4796239481333733,3,6948
782,False,53.82716550124435,-1.4796239481333733,3,6948
783,True,53.812716039243746,-1.5589892217017474,3,6976
784,True,53.78976361143728,-1.5598066457903443,3,6980
785,False,53.78976361143728,-1.5598066457903443,3,6980
787,False,53.76990492887697,-1.4047609602224362,2,6987
786,True,53.76990492887697,-1.4047609602224362,2,6987
788,True,53.72948184217914,-1.5986172088645096,2,6994
789,True,53.789388933005924,-1.5460889210348294,3,6996
790,True,53.75955860227094,-1.636053516772089,2,7023
791,True,53.81644858737956,-1.5548035759331704,3,7032
792,True,53.85945577904996,-1.5288196574448067,4,7034
793,True,53.81459565326668,-1.4543093518739778,3,7035
794,True,53.80596047335375,-1.4749817334045594,2,7038
795,True,53.78904264305376,-1.4033517888886533,3,7039
796,True,53.80005826462181,-1.5582717332637852,2,7041
797,True,53.79651941645426,-1.5374496704016745,3,7045
799,False,53.84393464333356,-1.4165242914195404,4,7068
798,True,53.84393464333356,-1.4165242914195404,4,7068
800,True,53.80536979624054,-1.6833213968854004,4,7071
801,True,53.78346049870399,-1.5591289235575276,3,7072
802,True,53.81448000915713,-1.5404415048495357,3,7083
803,True,53.803274402989594,-1.5294797745716784,4,7085
804,False,53.803274402989594,-1.5294797745716784,4,7085
805,True,53.81600172129737,-1.565303507969719,3,7087
806,False,53.81600172129737,-1.565303507969719,3,7087
807,True,53.89679796972631,-1.709444562885098,2,7088
808,False,53.8094257080407,-1.5145589574628684,2,7088
810,False,53.828636632447186,-1.4546739226547298,3,7096
809,True,53.828636632447186,-1.4546739226547298,3,7096
811,True,53.79926263001441,-1.5309821681082505,6,7120
812,True,53.8111080672778,-1.5567888385840873,2,7122
813,True,53.80110769367285,-1.550426261174783,3,7124
821,False,53.77317471871958,-1.5807367170925946,3,7126
815,False,53.78821148346157,-1.5206626285863991,3,7131
816,False,53.78821148346157,-1.5206626285863991,3,7131
822,False,53.79234470666521,-1.5676428119323498,3,7137
817,True,53.796428954545966,-1.537298851590284,2,7137
820,False,53.81805756091649,-1.531228122348556,3,7138
818,True,53.81805756091649,-1.531228122348556,3,7138
819,False,53.81805756091649,-1.531228122348556,3,7138
814,True,53.80688260058121,-1.5841058531326726,3,7139
823,True,53.81972360027893,-1.513969125931109,3,7140
824,False,53.801694669115115,-1.602118920359559,3,7140
825,True,53.79434082330256,-1.5342249765548248,3,7147
826,False,53.79434082330256,-1.5342249765548248,3,7147
827,True,53.829073077084864,-1.7052943072930336,2,7163
829,True,53.7931791898605,-1.3686213008292316,4,7180
828,False,53.797675115167095,-1.4899482018303052,3,7192
830,True,53.79276261933486,-1.4289837957714329,3,7197
831,True,53.807323686684796,-1.5494334959840905,3,7223
832,True,53.8179936621266,-1.5151435094706536,4,7225
852,False,53.81452612076937,-1.6439615163463415,4,7229
835,False,53.81489406587608,-1.6592526861841599,3,7237
836,False,53.81489406587608,-1.6592526861841599,3,7237
834,True,53.79901932342556,-1.5818759045839144,6,7237
837,True,53.77958291654373,-1.352284114971626,2,7240
838,True,53.85769423638244,-1.659102987483566,2,7336
847,False,53.834158710195325,-1.6074032410053054,3,7363
839,True,53.797768387755724,-1.5612866032979793,3,7367
841,False,53.8661627281313,-1.6827563746906973,2,7368
840,True,53.82205327291011,-1.6078201467053306,2,7371
842,False,53.84919617186537,-1.503215634900184,3,7408
843,True,53.84919617186537,-1.503215634900184,4,7408
844,False,53.817041672795085,-1.5771400090164658,3,7408
845,True,53.78848686266017,-1.535837991980011,5,7409
846,False,53.80296050346749,-1.5580286761951092,3,7409
848,True,53.79336724782089,-1.5874728660717319,3,7423
849,True,53.77227845151562,-1.5687744423035856,2,7426
850,True,53.87416032452796,-1.759503398918084,3,7427
851,True,53.800665872412694,-1.5405621073147513,3,7428
853,True,53.80647539713926,-1.5367327511545206,3,7438
854,True,53.72814867683402,-1.462431256984541,4,7455
855,True,53.73451829479987,-1.5760126475004834,4,7457
856,False,53.821045304377876,-1.469507049878172,3,7457
857,True,53.75397556689951,-1.5704025832619324,4,7473
858,True,53.823492681490215,-1.4423294724649023,2,7476
859,True,53.77905605109039,-1.5868240365354196,4,7510
860,False,53.77905605109039,-1.5868240365354196,4,7510
861,False,53.77905605109039,-1.5868240365354196,4,7510
862,True,53.781235030893754,-1.5958778011925587,3,7522
863,True,53.777829932133294,-1.534271136718336,3,7532
864,True,53.7887383516152,-1.4036141423508557,4,7557
865,False,53.7887383516152,-1.4036141423508557,4,7557
866,True,53.81071269105072,-1.4523095720337198,2,7561
868,False,53.81903757865395,-1.5176984990450963,3,7569
867,True,53.80420911837908,-1.6208778982722494,3,7569
869,True,53.8193735383522,-1.575719101760484,4,7571
870,True,53.7751386636014,-1.5497477150577268,2,7575
1062,False,53.82031726834822,-1.4634402228867098,3,7581
871,True,53.7163390175061,-1.535768510734126,4,7607
872,False,53.7163390175061,-1.535768510734126,4,7607
873,True,53.769035958145246,-1.5644079278143572,2,7612
874,True,53.82140892752321,-1.6059273658190132,3,7616
875,False,53.82140892752321,-1.6059273658190132,3,7616
876,True,53.811454875927424,-1.5229945746989304,4,7617
877,False,53.811454875927424,-1.5229945746989304,4,7617
878,True,53.81414179337014,-1.511694753498185,3,7619
886,False,53.801438124509076,-1.521969463400631,3,7640
887,False,53.801438124509076,-1.521969463400631,3,7640
879,True,53.84273743229403,-1.5569565989839915,3,7650
880,False,53.84273743229403,-1.5569565989839915,3,7650
881,False,53.84273743229403,-1.5569565989839915,3,7650
882,False,53.84273743229403,-1.5569565989839915,3,7650
883,True,53.82568374277708,-1.575898457825367,3,7657
884,True,53.87466334905886,-1.569517223318346,2,7659
885,True,53.802264971419284,-1.5795813029334274,3,7663
888,True,53.87771670811289,-1.602690974566523,3,7671
889,True,53.82413568469899,-1.5458351846432357,3,7699
890,False,53.82413568469899,-1.5458351846432357,3,7699
891,False,53.82413568469899,-1.5458351846432357,3,7699
892,False,53.82413568469899,-1.5458351846432357,3,7699
893,True,53.81392091682047,-1.5193215435611733,3,7701
895,False,53.82561327444162,-1.5814290156082556,3,7709
896,False,53.82561327444162,-1.5814290156082556,3,7709
894,True,53.79673320706563,-1.5323159811307785,3,7711
898,False,53.82030620647195,-1.4982862945115123,3,7714
897,True,53.82030620647195,-1.4982862945115123,3,7714
901,False,53.81174956070522,-1.6095108883174445,3,7723
899,True,53.813420422570914,-1.533709838070541,3,7757
900,False,53.840676986890976,-1.594485372740019,3,7757
902,True,53.809059717206615,-1.5063627739986125,3,7761
924,False,53.815902168304746,-1.5386337246166848,2,7770
903,True,53.82865212484412,-1.5470169952701354,3,7789
904,True,53.80138408853068,-1.4977377374820837,3,7802
905,True,53.86412445786721,-1.6974605637747253,3,7814
909,False,53.81465901108792,-1.5618697326305635,2,7839
907,False,53.80082706335093,-1.5547108506017024,3,7846
906,True,53.88447743819286,-1.3596707036392262,3,7846
908,True,53.74628685826297,-1.4808052756251044,3,7865
910,True,53.82051696996447,-1.5212815690916437,2,7868
912,False,53.80697083682121,-1.5512139411864876,3,7889
911,True,53.90668775826321,-1.3769576306141738,3,7894
914,True,53.80603864653274,-1.6648365092392636,2,7908
915,True,53.79573262707439,-1.5455953966201912,2,7948
916,True,53.79324170158112,-1.4295541428509746,5,7949
918,False,53.73033957276397,-1.5101648458686456,3,7990
917,True,53.83807032394091,-1.4287477859091988,3,7993
919,True,53.833088076540136,-1.560416385988696,3,7994
920,False,53.79950953285138,-1.5991031039086698,3,7995
921,True,53.79950953285138,-1.5991031039086698,4,7995
922,True,53.78761565799408,-1.545394677143305,2,8007
923,True,53.77538589922279,-1.553371598900913,3,8008
927,False,53.8064468696492,-1.5828649966898225,3,8030
925,True,53.754130429041794,-1.3957173511762084,3,8041
926,False,53.754130429041794,-1.3957173511762084,3,8041
928,True,53.79329508504941,-1.5873976726909964,4,8047
929,True,53.830186511153656,-1.5861390304721017,2,8049
930,False,53.830186511153656,-1.5861390304721017,2,8049
931,True,53.7863627737611,-1.5613448174193398,3,8050
932,True,53.82804660528539,-1.5833190625675102,3,8079
933,False,53.80141961722807,-1.5332507701554943,3,8079
934,True,53.800205851995784,-1.4464795894880174,3,8080
935,False,53.83147749171505,-1.5089558474616522,2,8080
936,True,53.74621556256517,-1.6315591363753579,4,8083
938,False,53.802568677230056,-1.5714246968803443,3,8086
937,True,53.785069114844404,-1.5566230016508789,3,8086
939,True,53.80471826535756,-1.5425980872821174,2,8092
940,True,53.81471515206102,-1.555140882619487,3,8094
941,False,53.72795293553447,-1.5550563645430953,3,8094
942,True,53.83793230543606,-1.593493718376618,4,8106
943,True,53.804904771965475,-1.5167977131567034,2,8107
945,False,53.87937493743064,-1.7266475466737639,2,8129
946,False,53.87937493743064,-1.7266475466737639,2,8129
944,True,53.76835498764459,-1.577568412822424,3,8132
947,True,53.802915967763205,-1.3935284013896547,2,8135
948,True,53.81508471291341,-1.601490987220827,3,8137
949,True,53.80781885423142,-1.5520552756745392,3,8138
950,True,53.746759481391145,-1.6330707209799948,3,8144
953,False,53.73779821965128,-1.6020248729884534,3,8144
951,True,53.80505371146317,-1.6473215476918526,3,8147
952,True,53.79657258334267,-1.5917377630391867,2,8148
955,False,53.79366213326294,-1.5307410071789216,2,8190
956,True,53.81145210550373,-1.5067447244013719,3,8190
1000,False,53.79584515003853,-1.5444555950304546,3,8194
957,True,53.844855025807476,-1.701307890600626,3,8196
959,False,53.72792638004066,-1.491838118462969,3,8197
958,True,53.72792638004066,-1.491838118462969,3,8197
954,False,53.822311388626964,-1.560392408258913,2,8199
960,True,53.8551012112863,-1.6131211817978606,3,8224
961,True,53.818745569298066,-1.5837606343871293,3,8228
962,False,53.848239182397435,-1.5335207902294865,3,8228
966,False,53.79443331831098,-1.546641715723834,3,8238
967,False,53.79443331831098,-1.546641715723834,4,8238
963,True,53.8051438658651,-1.5457973884196317,7,8241
965,False,53.806077815822384,-1.53386719516643,3,8242
964,True,53.806077815822384,-1.53386719516643,3,8242
970,False,53.7981289464361,-1.628128933206022,3,8249
968,True,53.90575493306849,-1.6934005328837676,2,8277
969,True,53.85959368601604,-1.5909728942223427,2,8279
971,True,53.79511898105073,-1.66510567398575,3,8287
972,True,53.799076856891034,-1.541050117790372,3,8302
973,True,53.81425533630926,-1.5499363354894358,3,8303
975,False,53.85620488128251,-1.5908690927115863,4,8318
974,True,53.85620488128251,-1.5908690927115863,4,8318
979,False,53.72459841089146,-1.569292424417426,3,8336
978,False,53.72459841089146,-1.569292424417426,3,8336
977,False,53.72459841089146,-1.569292424417426,3,8336
980,True,53.756985043833815,-1.5224589325079183,2,8338
981,True,53.788230723291285,-1.5488031706791228,2,8369
982,True,53.86282171634674,-1.5535058171967742,3,8374
976,True,53.823476737611664,-1.5620056671334324,3,8381
983,True,53.796726366827485,-1.5398460666465148,2,8390
987,False,53.851543260986375,-1.521216618405237,4,8415
984,True,53.72785576338627,-1.4572665560123235,3,8417
985,False,53.72785576338627,-1.4572665560123235,3,8417
986,True,53.79642261844352,-1.5619534375779274,3,8418
989,False,53.80850948097245,-1.5169233268111506,3,8426
988,True,53.7911615963736,-1.5279758781044446,4,8428
990,True,53.806947345634285,-1.5129172036329928,3,8447
991,True,53.81215158460511,-1.4870692601412074,4,8466
992,True,53.799272685662906,-1.4936485191504365,2,8470
993,True,53.92811184342462,-1.3868270879961175,3,8471
995,False,53.84063456963642,-1.5474044610524111,4,8474
994,True,53.84063456963642,-1.5474044610524111,5,8474
996,True,53.835578950229426,-1.6300919994150593,4,8483
998,False,53.81327214622676,-1.5710725826971192,2,8513
997,True,53.765693849710075,-1.5291109476946392,3,8521
1001,True,53.78404429994502,-1.5422157596902137,3,8524
1002,False,53.78404429994502,-1.5422157596902137,3,8524
1003,True,53.80696912546719,-1.5342521281594703,3,8528
1004,False,53.80696912546719,-1.5342521281594703,3,8528
1005,True,53.79653304658024,-1.534003342463216,2,8542
1006,True,53.818934606411375,-1.6515796508130451,4,8559
1008,True,53.84235199631615,-1.5043452760737062,4,8575
1007,False,53.79648863878011,-1.5341404669342353,3,8581
1009,True,53.79588029373075,-1.5442426781816212,2,8583
1010,False,53.79588029373075,-1.5442426781816212,2,8583
1013,False,53.73286681797725,-1.611181625517759,5,8616
1014,False,53.78197414940311,-1.5631358163685005,2,8616
1011,True,53.73286681797725,-1.611181625517759,5,8616
1012,False,53.73286681797725,-1.611181625517759,5,8616
1015,True,53.81474822235531,-1.561686547172092,4,8627
1016,True,53.81571684296964,-1.613392614210117,2,8628
1017,True,53.86466049797276,-1.6961793982668567,3,8630
1018,True,53.801616289683885,-1.7022374973275007,2,8631
1019,True,53.82726244775942,-1.6627682038769236,4,8671
1020,False,53.82726244775942,-1.6627682038769236,3,8671
1021,False,53.82726244775942,-1.6627682038769236,3,8671
1022,False,53.82726244775942,-1.6627682038769236,3,8671
1023,True,53.81127228599332,-1.4688254964999028,3,8680
1024,True,53.863385109025,-1.6725744701730307,3,8684
1025,False,53.863385109025,-1.6725744701730307,3,8684
1026,True,53.78228136205944,-1.6363730562339855,3,8715
1027,False,53.78228136205944,-1.6363730562339855,3,8715
1028,False,53.78228136205944,-1.6363730562339855,3,8715
1029,True,53.78540215200191,-1.4310415882179577,4,8721
1030,True,53.83580327275793,-1.5390685549848038,2,8730
1031,True,53.76459555498066,-1.5618598127320094,2,8764
1221,False,53.81589642765469,-1.6023338400174056,3,8767
1032,True,53.807884086876555,-1.5724031309559123,4,8769
1033,False,53.79978212831829,-1.5421507490662254,3,8770
1034,True,53.80879557798938,-1.532424780608757,6,8770
1035,True,53.89217182196839,-1.34315009042309,3,8772
1036,True,53.81060737845251,-1.5245987730204007,4,8808
1037,True,53.8715059341383,-1.713102461720697,3,8819
1046,False,53.80200834637492,-1.5705649558230916,3,8820
1047,False,53.80200834637492,-1.5705649558230916,3,8820
1038,True,53.81503108914132,-1.6015826238499962,3,8825
1039,False,53.79252366927537,-1.617719525104385,3,8825
1040,True,53.79481392364944,-1.5380301136711956,2,8827
1045,False,53.79884950903462,-1.545075890445742,4,8842
1042,False,53.79576616169689,-1.5449574273890974,2,8856
1041,True,53.81138520686562,-1.523557275938139,2,8869
1043,True,53.814247906353586,-1.555176203119567,3,8871
1044,True,53.811215540085215,-1.5715339797589547,3,8873
1048,True,53.800980642405605,-1.5549217864188238,3,8903
1049,True,53.805401361016614,-1.579458838333054,3,8905
1050,False,53.805401361016614,-1.579458838333054,3,8905
1051,True,53.76879262802819,-1.564228388640058,3,8910
1052,True,53.85700656580166,-1.6075544383701987,3,8913
1053,False,53.85700656580166,-1.6075544383701987,3,8913
1054,True,53.81180512344707,-1.5206670003125753,4,8918
1055,False,53.81180512344707,-1.5206670003125753,4,8918
1056,True,53.7481387751987,-1.5498391416442876,2,8955
1057,False,53.81488640311379,-1.5157868758321338,3,8957
1058,True,53.86236278666022,-1.6734187288750004,4,8957
1059,False,53.816068500993566,-1.5282429908304491,3,8957
1060,True,53.83808576448906,-1.5936897861994268,3,8968
1061,True,53.81728918224959,-1.6639721878337683,3,8969
1063,True,53.79344301816573,-1.4614453262859957,4,8992
1065,True,53.79416289597291,-1.7086053120611924,3,9002
1067,False,53.72951166873129,-1.5634218651820568,3,9003
1066,True,53.72951166873129,-1.5634218651820568,3,9003
1068,True,53.80673275007647,-1.567145621983606,4,9004
1069,False,53.81562100835758,-1.502017798037293,3,9009
1070,True,53.74565197156322,-1.6266057623497359,4,9009
1064,False,53.81149684046704,-1.5110876315952442,3,9009
1071,True,53.814535057102105,-1.5574817241272123,4,9010
1072,True,53.807969096721145,-1.5122068309518466,4,9011
1073,True,53.80457997476056,-1.5416885333529484,2,9014
1074,True,53.81531930090508,-1.5095091600715222,3,9053
1075,False,53.81531930090508,-1.5095091600715222,3,9053
1076,False,53.81531930090508,-1.5095091600715222,3,9053
1077,True,53.7320437568322,-1.577765558395237,7,9058
1078,False,53.7320437568322,-1.577765558395237,7,9058
1079,False,53.79820887327629,-1.5281397013325198,3,9058
1080,True,53.88387334756551,-1.6136924795567202,4,9059
1081,True,53.77543583774333,-1.5380758984659773,3,9063
1083,False,53.72492257080782,-1.5694558252041282,4,9063
1082,True,53.82793018133657,-1.4818630088181115,3,9065
1084,True,53.90630523900461,-1.3794596135321653,3,9093
1085,False,53.8324325639229,-1.6387500787360936,2,9093
1089,False,53.78996827410211,-1.54717556028716,2,9096
1086,True,53.78409941273822,-1.5950459213883812,3,9099
1087,True,53.759582963832045,-1.5270860771582726,2,9109
1088,True,53.81650910285552,-1.6777696219435814,3,9111
1090,True,53.79395728793368,-1.5101378018497433,3,9138
1091,True,53.80857416567628,-1.51291354157024,3,9152
1092,False,53.90202162433,-1.6285012466012345,3,9152
1093,True,53.760373124505435,-1.4354601062701182,4,9154
1094,True,53.73923821211918,-1.6163987838965568,4,9157
1095,True,53.7932748102048,-1.5374701678225298,2,9162
1099,True,53.805622295603754,-1.6836383723956878,3,9183
1100,True,53.818924749235464,-1.514236586458372,3,9189
1102,False,53.81419400861301,-1.6292626116077915,3,9197
1101,True,53.7973831345945,-1.5238829035019543,3,9197
1103,True,53.73326475851736,-1.5648079087358546,4,9202
1096,False,53.796515220717914,-1.5386945907798264,2,9215
1097,False,53.796515220717914,-1.5386945907798264,2,9215
1098,False,53.796515220717914,-1.5386945907798264,2,9215
1104,True,53.823568297497275,-1.5800821822731093,3,9233
1106,False,53.823568297497275,-1.5800821822731093,3,9233
1105,False,53.823568297497275,-1.5800821822731093,3,9233
1107,True,53.752497992848426,-1.6750138893164852,3,9236
1108,True,53.81481076514067,-1.5126438270551499,2,9249
1109,True,53.79872140369774,-1.5492371945620156,3,9260
1110,True,53.79346885688077,-1.6125648327615671,3,9284
913,False,53.78238742089805,-1.5991296312262728,3,9285
1111,True,53.802215500876635,-1.4860668916893511,3,9290
1112,True,53.78688906395772,-1.6179983814809245,3,9328
1113,False,53.78688906395772,-1.6179983814809245,3,9328
1114,True,53.81504138138864,-1.6974645278138913,2,9346
1115,True,53.81647537822825,-1.517545638232619,2,9347
1116,True,53.899706603524365,-1.6764454929448118,3,9349
1117,True,53.742749183720576,-1.3456332660366488,2,9351
1118,True,53.850936743084596,-1.6177806740131457,3,9354
1119,False,53.850936743084596,-1.6177806740131457,3,9354
1120,False,53.850936743084596,-1.6177806740131457,3,9354
1121,False,53.850936743084596,-1.6177806740131457,3,9354
1122,True,53.79955600632239,-1.5465105846229579,2,9382
1123,False,53.79955600632239,-1.5465105846229579,2,9382
1124,True,53.79527764382229,-1.5464959872497706,2,9394
1125,True,53.81162576865131,-1.5096433793145794,2,9402
1127,True,53.835759130020584,-1.339185380114136,5,9428
1126,False,53.81194421185349,-1.5127985576558176,4,9438
1135,False,53.91108623510634,-1.6975477981803382,3,9442
1128,True,53.81744215500982,-1.6452886303576895,3,9442
1138,False,53.80575533571297,-1.5804423040583295,2,9443
1137,False,53.80575533571297,-1.5804423040583295,2,9443
1130,False,53.778653338623826,-1.323905807536286,4,9443
1129,True,53.778653338623826,-1.323905807536286,4,9443
1131,True,53.76869937016274,-1.530002787640963,3,9446
1132,True,53.84568214962611,-1.5584910406249937,3,9448
1133,True,53.787477295101446,-1.5236307303435277,3,9449
1134,False,53.79911061166569,-1.5381347421677405,3,9449
1136,True,53.79835232302875,-1.4781283200463973,2,9488
1139,True,53.75714688978291,-1.5699910622575057,3,9489
1140,True,53.811944261208716,-1.5642368169877194,3,9511
1141,False,53.811944261208716,-1.5642368169877194,3,9511
1142,True,53.80232636577937,-1.5329825864981852,3,9520
1144,True,53.75862883714017,-1.5696877472043187,3,9529
1146,False,53.79858536003102,-1.4842134822867483,3,9536
1145,True,53.79858536003102,-1.4842134822867483,3,9536
1147,True,53.81576375213152,-1.3907305938597654,3,9541
1148,False,53.84239852985396,-1.5135243225968376,3,9548
1149,True,53.84239852985396,-1.5135243225968376,4,9548
1150,True,53.81457777118867,-1.5172636609115164,3,9549
1151,True,53.746906132470116,-1.5922039193742141,3,9551
1152,False,53.746906132470116,-1.5922039193742141,3,9551
1155,False,53.76460797446544,-1.5204610834203838,2,9578
1153,True,53.76460797446544,-1.5204610834203838,2,9578
1154,False,53.76460797446544,-1.5204610834203838,2,9578
1158,False,53.80652596504636,-1.460624791616852,2,9587
1157,False,53.79580839488606,-1.4363356947412684,3,9588
1156,True,53.8274864586533,-1.6625233258867615,3,9590
1159,True,53.72815208436607,-1.4712827869078886,2,9602
1160,False,53.72815208436607,-1.4712827869078886,2,9602
1161,True,53.82153845231454,-1.5779302359594207,2,9623
1162,True,53.75405596788987,-1.5702652688662238,3,9628
1163,True,53.727534607739265,-1.4578011705187397,4,9631
1165,False,53.830191909073214,-1.5383248666971538,3,9637
1164,True,53.830191909073214,-1.5383248666971538,3,9637
1166,False,53.76159657036306,-1.6123574964086063,3,9639
1167,False,53.76159657036306,-1.6123574964086063,3,9639
1168,True,53.76159657036306,-1.6123574964086063,4,9639
1169,True,53.79737649939996,-1.5501169647258657,2,9679
1170,True,53.825604233797584,-1.5814139137851353,3,9682
1171,True,53.805383887753095,-1.6228868522997915,2,9683
1172,True,53.736118863984196,-1.5057620337346762,3,9684
1173,True,53.75330645900865,-1.3839300872344427,3,9685
1174,True,53.800979970785576,-1.4850950940734162,2,9712
1143,False,53.808249255198156,-1.5125832216315354,3,9717
999,False,53.79572184510413,-1.6200587083250866,2,9722
1175,True,53.80825572173252,-1.4575350893118113,3,9732
1176,True,53.79827292249256,-1.6002231754703875,3,9735
1177,True,53.80234516810539,-1.5331949467160804,3,9778
1178,False,53.79118148234144,-1.4785056953031868,2,9778
1179,True,53.799241163298454,-1.59148412556458,3,9806
1180,True,53.863899607001294,-1.6903459195214705,2,9818
1183,False,53.828500391457354,-1.4484617473853663,4,9824
1184,False,53.828500391457354,-1.4484617473853663,4,9824
1181,True,53.82730399081969,-1.5665083296535365,2,9825
1182,True,53.74989878806738,-1.6338774352902752,3,9826
1186,False,53.78824727874148,-1.52287826988545,3,9867
1185,True,53.75021793449282,-1.475358185266943,3,9873
1187,True,53.83209354685027,-1.6425971256392216,3,9875
1188,True,53.81254595002875,-1.5126852729266247,2,9881
1190,False,53.886572538867846,-1.7105803874035361,3,9905
1191,False,53.886572538867846,-1.7105803874035361,3,9905
1192,True,53.80065497415622,-1.5424145384915198,2,9911
1305,False,53.9162636273225,-1.6871728371289094,2,9920
1304,False,53.9162636273225,-1.6871728371289094,2,9920
1193,True,53.884511583987404,-1.728667847230901,3,9921
1189,True,53.81830518117065,-1.5513359482021747,3,9929
1194,True,53.80369130623588,-1.532663747472997,3,9934
1833,False,53.80400905735932,-1.4409328536365789,3,9951
1832,False,53.80400905735932,-1.4409328536365789,3,9951
1834,False,53.80400905735932,-1.4409328536365789,3,9951
1200,False,53.74443670757232,-1.5477255973079709,2,9961
1197,True,53.85971916876573,-1.6796578103325301,5,9961
1199,False,53.74443670757232,-1.5477255973079709,2,9961
1198,False,53.85971916876573,-1.6796578103325301,5,9961
1201,True,53.82106339715395,-1.53221234056602,2,9976
1202,True,53.795331639735366,-1.5370983888014236,3,9978
1195,False,53.79924957523552,-1.6301079110125802,3,9982
1196,False,53.79924957523552,-1.6301079110125802,2,9982
1203,True,53.7907424545378,-1.5745203160993935,3,9998
1206,False,53.88140266730645,-1.777183883291836,3,10001
1208,False,53.7968215882996,-1.3776452303954627,3,10012
1209,False,53.7968215882996,-1.3776452303954627,3,10012
1207,True,53.7968215882996,-1.3776452303954627,3,10012
1210,True,53.79453339989929,-1.5125600037233107,4,10017
1211,True,53.83314071091128,-1.6039483872105984,3,10018
1204,True,53.80558977872843,-1.684944491901838,3,10051
1205,False,53.80558977872843,-1.684944491901838,3,10051
1212,True,53.80042830104523,-1.5211762527844015,3,10054
1213,True,53.818115134220825,-1.5509886256051437,3,10055
1215,False,53.80082180178168,-1.6699491589834239,3,10065
1214,True,53.80082180178168,-1.6699491589834239,3,10065
1216,True,53.870008872675236,-1.703607756958768,3,10067
1217,True,53.834222760911494,-1.6453141055427725,4,10115
1218,False,53.834222760911494,-1.6453141055427725,4,10115
