,goto,lats,lons,severity,time
186,True,53.79821472434354,-1.6268073448063678,3,2900
212,False,53.79724725837777,-1.5304581024155905,2,2901
187,True,53.780764075990525,-1.5261196611328645,3,2903
214,False,53.80822970452914,-1.4597373487578569,4,2904
213,False,53.80822970452914,-1.4597373487578569,4,2904
219,False,53.74659529773404,-1.5959674400816395,2,2910
217,False,53.81369037705123,-1.502450737193987,3,2911
218,False,53.81369037705123,-1.502450737193987,3,2911
189,True,53.80108427659551,-1.5012789735344438,3,2911
216,False,53.81369037705123,-1.502450737193987,3,2911
215,False,53.81438909243879,-1.5172810157204424,2,2911
190,True,53.860119343720484,-1.3462215792591923,5,2914
191,False,53.860119343720484,-1.3462215792591923,5,2914
192,False,53.860119343720484,-1.3462215792591923,5,2914
193,False,53.860119343720484,-1.3462215792591923,5,2914
211,False,53.84566247639843,-1.5483686074165655,3,2916
194,True,53.821859542752335,-1.5109670693032091,3,2916
195,True,53.829421401821605,-1.5679602292501924,2,2919
196,True,53.8081910826398,-1.6536883509763216,3,2922
197,True,53.7932660409394,-1.594699627838995,3,2937
237,False,53.79600752350587,-1.5541849873931952,4,2941
220,True,53.729105144443004,-1.5138320514285821,3,2944
198,False,53.797651438488444,-1.6579652808892307,2,2949
221,True,53.71630911824902,-1.5350112148313158,3,2950
199,False,53.814322282748,-1.4554671805091646,3,2953
222,True,53.821331041285305,-1.5777348446475667,3,2964
200,False,53.769463264356354,-1.5186458732996124,2,2965
223,True,53.81781715926327,-1.515950568366883,3,2972
240,False,53.756985043833815,-1.5224589325079183,3,2993
232,False,53.88836945321664,-1.662124770185527,4,2994
201,False,53.81059827051349,-1.5245685030383964,3,2999
206,False,53.90405494308815,-1.6928954808842533,2,2999
205,False,53.81059827051349,-1.5245685030383964,3,2999
204,False,53.81059827051349,-1.5245685030383964,3,2999
203,False,53.81059827051349,-1.5245685030383964,3,2999
202,False,53.81059827051349,-1.5245685030383964,3,2999
233,False,53.90248714218975,-1.6984469410682035,2,2999
228,False,53.80108004363115,-1.6065278055643366,3,3000
224,False,53.74398645529722,-1.5547051537395884,3,3002
225,False,53.74398645529722,-1.5547051537395884,3,3002
226,True,53.79950885725622,-1.555529477925977,4,3002
227,False,53.73494655425917,-1.4095296664389891,2,3002
207,False,53.85211151428377,-1.6113549620785101,3,3005
235,False,53.81020407128922,-1.5027046097984957,3,3006
229,False,53.85917339340899,-1.6908977202797861,4,3006
230,True,53.85917339340899,-1.6908977202797861,5,3006
231,False,53.85917339340899,-1.6908977202797861,4,3006
209,False,53.80214049142304,-1.545435058696418,2,3007
236,False,53.79746545443092,-1.5595590466671048,3,3008
234,True,53.77061671902687,-1.5307399860095903,4,3011
208,False,53.82538760754946,-1.5465204765894025,2,3011
259,False,53.81536357863999,-1.4512313518710167,4,3014
239,False,53.79960876180157,-1.5533876896030878,2,3032
238,True,53.79960876180157,-1.5533876896030878,3,3032
241,True,53.81220962643374,-1.5029998123200434,3,3060
242,True,53.797040970083394,-1.5590017735033412,4,3070
243,False,53.797040970083394,-1.5590017735033412,4,3070
247,False,53.81701315724512,-1.576699821375352,3,3099
248,False,53.81701315724512,-1.576699821375352,2,3099
249,False,53.81701315724512,-1.576699821375352,2,3099
250,False,53.82343300404538,-1.5799468143585118,3,3099
251,True,53.799487366124566,-1.5872610172210146,3,3101
252,False,53.799487366124566,-1.5872610172210146,3,3101
253,True,53.81961829673009,-1.553980133133697,3,3105
244,True,53.792816968969646,-1.547038636486527,3,3118
254,True,53.85682629663462,-1.4593703529306723,2,3137
260,False,53.80248870942814,-1.5716836318486629,3,3143
255,True,53.71775044589759,-1.531222225496292,3,3144
256,True,53.80122403312701,-1.4470279636218428,3,3147
257,True,53.7356200237833,-1.5223978068843937,4,3153
258,True,53.83679779002431,-1.4727879687648864,3,3155
274,False,53.79543331245663,-1.5425168873628086,2,3164
261,True,53.81097686322545,-1.6265422112566634,2,3198
262,True,53.79747126995777,-1.455822024953855,3,3204
263,False,53.79747126995777,-1.455822024953855,3,3204
264,False,53.79747126995777,-1.455822024953855,3,3204
265,False,53.79747126995777,-1.455822024953855,3,3204
266,True,53.81442068222588,-1.4943925106620872,3,3205
267,False,53.81442068222588,-1.4943925106620872,3,3205
268,True,53.77564637604617,-1.4534488039914248,5,3210
269,False,53.77564637604617,-1.4534488039914248,5,3210
270,False,53.77564637604617,-1.4534488039914248,5,3210
271,True,53.806158093382116,-1.5748502597794456,3,3212
272,True,53.81446253096082,-1.5721843376473634,3,3230
273,True,53.763135059257294,-1.5074322013136774,3,3233
275,True,53.8035931653816,-1.5191966676183173,3,3239
276,True,53.83900684971955,-1.649224849851287,3,3244
278,False,53.80576845085466,-1.5103494527065386,4,3250
277,True,53.80576845085466,-1.5103494527065386,5,3250
279,True,53.83790513661576,-1.5934331960263948,3,3254
284,False,53.78582371011007,-1.6081578617970385,3,3269
280,True,53.81197013736802,-1.622265861939315,3,3278
281,True,53.79782137292085,-1.5760276229713786,6,3282
282,True,53.808138601132015,-1.4535124032739803,4,3285
283,True,53.80735687590975,-1.4515940230403936,2,3289
380,False,53.81701312445728,-1.4348210236024088,2,3295
285,True,53.804021668875485,-1.451455315564003,3,3296
286,False,53.77601868730865,-1.5400572956740468,3,3296
288,False,53.82914733832116,-1.6284014132503963,3,3297
287,True,53.80563943523259,-1.6156111173406562,3,3297
289,True,53.838014685692265,-1.593933615658278,3,3302
290,False,53.82053476342496,-1.5212357961376124,2,3329
291,True,53.782663020438015,-1.52902732270921,3,3329
292,True,53.83407711537132,-1.6446923437585745,4,3340
293,False,53.80392375287422,-1.6391012900724884,2,3344
294,True,53.827592193131835,-1.4826875813395364,3,3344
299,False,53.831723552073136,-1.5887828545289353,4,3348
298,False,53.831723552073136,-1.5887828545289353,4,3348
297,False,53.831723552073136,-1.5887828545289353,4,3348
295,True,53.831723552073136,-1.5887828545289353,4,3348
296,False,53.831723552073136,-1.5887828545289353,4,3348
301,False,53.750142523887874,-1.6342241037640712,3,3350
300,True,53.7960665957476,-1.6210727338900885,3,3351
302,True,53.804633819093,-1.5393191918841516,3,3355
303,True,53.90652611094906,-1.3515098695167962,3,3376
304,False,53.788951475768854,-1.4158755557419862,3,3377
305,True,53.77404996063656,-1.442484028691739,4,3377
306,True,53.778610379664066,-1.5674804056934877,3,3389
307,True,53.80498334401307,-1.5781571581208567,3,3391
308,True,53.73573849074722,-1.575393997395978,3,3397
309,True,53.79562049460258,-1.5468414552956475,3,3422
310,True,53.773537622265756,-1.4763876436897876,3,3424
320,False,53.80234311703962,-1.5711840599264422,3,3426
311,True,53.7811603132294,-1.5593351293676008,2,3439
312,True,53.76970915551327,-1.5194471638171037,2,3448
313,True,53.7331595292813,-1.5730400805635982,3,3452
314,True,53.808695289391224,-1.6072613909602362,3,3453
318,False,53.804620623190175,-1.4789615828374747,4,3474
319,False,53.804620623190175,-1.4789615828374747,4,3474
316,True,53.804620623190175,-1.4789615828374747,4,3474
317,False,53.804620623190175,-1.4789615828374747,4,3474
321,True,53.76822829766309,-1.5155195538192707,2,3483
322,True,53.79304951711231,-1.5686829967706388,3,3494
323,False,53.79304951711231,-1.5686829967706388,3,3494
315,False,53.80976109193134,-1.5427406440141613,2,3501
324,True,53.78368636339919,-1.385670810664537,4,3524
325,False,53.81593581010096,-1.6061001835552637,3,3524
326,True,53.804716336108754,-1.5763529012110808,3,3533
330,False,53.791563895192674,-1.5460502748390583,3,3569
328,False,53.833563113208,-1.5931865208227582,4,3573
327,True,53.833563113208,-1.5931865208227582,4,3573
351,False,53.90746916530566,-1.6924442561636532,3,3574
329,True,53.75687080190771,-1.4736827711102727,3,3577
331,True,53.71710250409908,-1.5497764293552372,2,3589
332,True,53.83868833193747,-1.5367118040198335,5,3597
333,True,53.90291776065909,-1.3408355644039032,4,3616
334,True,53.86310928258115,-1.6871129980674204,6,3620
335,False,53.845327092001995,-1.592814171059218,3,3620
340,False,53.808544575520436,-1.51671032301546,3,3631
336,True,53.77505074210512,-1.5455000362066793,3,3632
491,False,53.80891798412825,-1.4669266322301042,3,3634
337,True,53.796581807214565,-1.539650289732549,3,3640
338,True,53.734722610944566,-1.5603664016422496,2,3643
339,True,53.85642149507059,-1.5630606148378108,2,3669
341,True,53.855898465817525,-1.6122928805381025,2,3682
344,False,53.79656925789477,-1.5505658595559757,3,3685
342,True,53.818300481885736,-1.5132261202008401,5,3686
360,False,53.80472897385893,-1.6823088749120678,3,3711
345,False,53.88028214506252,-1.3929574533028148,2,3712
347,False,53.86446484272743,-1.6864946559083644,3,3720
348,False,53.83304313835193,-1.5604168562551488,3,3720
349,True,53.90111846009665,-1.70466622313293,3,3725
346,True,53.75835392950768,-1.5141770486941895,3,3729
350,True,53.81418020433443,-1.6707707527751487,3,3730
352,True,53.84725873248722,-1.5873235405553592,3,3732
353,False,53.81201656070986,-1.6716685356256844,2,3732
354,True,53.84851252637075,-1.5344753657693098,3,3734
355,True,53.81712261543457,-1.5771543835116117,3,3736
359,False,53.805935309138725,-1.5830826581991966,3,3739
357,False,53.805935309138725,-1.5830826581991966,3,3739
358,False,53.805935309138725,-1.5830826581991966,3,3739
356,True,53.805935309138725,-1.5830826581991966,3,3739
343,True,53.85913422968728,-1.6151213427896816,2,3740
361,True,53.789899069177274,-1.5384483794700934,3,3776
362,True,53.742674866021545,-1.535918161652768,2,3785
363,True,53.81301478600638,-1.5745227333227305,2,3786
367,False,53.88195347620218,-1.359983080490274,3,3786
364,True,53.81654075439787,-1.5987888024290886,3,3791
365,False,53.81654075439787,-1.5987888024290886,3,3791
366,True,53.748471585893455,-1.552307327736948,3,3813
368,True,53.845412937444436,-1.548933657276355,4,3856
369,True,53.820920170615,-1.4946636866685934,2,3905
370,True,53.81658547546971,-1.498361089304445,2,3910
371,True,53.80853238655411,-1.5271886273742168,5,3920
372,False,53.80853238655411,-1.5271886273742168,5,3920
373,False,53.80952781163584,-1.510928297873462,2,3920
374,True,53.809875272103326,-1.519064077751916,4,3922
375,True,53.771295065696066,-1.3638971837251244,3,3952
377,False,53.827300356785926,-1.4693672960675834,2,3954
376,True,53.9077806986541,-1.7206476358579648,2,3961
378,True,53.78733743231003,-1.427858359197797,4,4005
379,False,53.78733743231003,-1.427858359197797,4,4005
381,True,53.791587306977895,-1.6685643591637025,2,4035
382,True,53.78447338198275,-1.5682548839229304,2,4045
383,True,53.814334165591376,-1.611066410724481,3,4049
384,True,53.80625864644668,-1.567773083246454,3,4050
385,False,53.80625864644668,-1.567773083246454,3,4050
386,True,53.90190762940026,-1.689699902347919,3,4052
387,True,53.81873174336398,-1.54054690842067,3,4053
388,True,53.730420810553404,-1.458021732493407,4,4058
389,True,53.84857860957089,-1.5376210799108043,3,4060
390,True,53.8125214993898,-1.4980299098969987,3,4063
391,False,53.79862017807614,-1.4495672685369054,2,4063
392,False,53.79862017807614,-1.4495672685369054,2,4063
393,True,53.806201203896315,-1.6816296224141802,3,4068
394,True,53.86633566880641,-1.697535862726457,3,4093
395,True,53.79649845135349,-1.5343528977059366,3,4106
399,False,53.90926882705317,-1.3824754001501032,5,4107
398,False,53.90926882705317,-1.3824754001501032,5,4107
397,False,53.90926882705317,-1.3824754001501032,5,4107
396,True,53.90926882705317,-1.3824754001501032,5,4107
401,True,53.82375472537378,-1.4869731957305914,2,4110
403,True,53.814020396899195,-1.5520043795618885,3,4125
408,False,53.732446144033055,-1.5221305965843153,3,4132
407,False,53.732446144033055,-1.5221305965843153,3,4132
406,False,53.732446144033055,-1.5221305965843153,3,4132
409,False,53.732446144033055,-1.5221305965843153,3,4132
405,True,53.732446144033055,-1.5221305965843153,3,4132
410,True,53.81569272418493,-1.5521536270054888,3,4166
411,True,53.72785761160613,-1.5809903651542734,3,4167
412,False,53.72785761160613,-1.5809903651542734,3,4167
413,False,53.72785761160613,-1.5809903651542734,3,4167
414,False,53.72785761160613,-1.5809903651542734,3,4167
402,False,53.8427397511675,-1.6263509990427425,4,4168
404,False,53.7952397695671,-1.621095362303271,4,4173
415,True,53.7646485286206,-1.4253754327723427,3,4197
416,True,53.81386722466713,-1.6253319020864032,4,4205
400,False,53.80524234168649,-1.4876698289614212,4,4207
417,True,53.831083732454616,-1.6043324311914167,3,4211
421,False,53.77085211935627,-1.531177354165844,3,4212
420,False,53.77085211935627,-1.531177354165844,3,4212
418,False,53.77085211935627,-1.531177354165844,3,4212
419,True,53.77085211935627,-1.531177354165844,4,4212
422,True,53.77442670068444,-1.5397712217558217,3,4215
423,False,53.77442670068444,-1.5397712217558217,3,4215
424,True,53.73030754443183,-1.4056688182801833,3,4223
425,True,53.73336100999254,-1.5766306298323824,4,4240
426,True,53.73235939722909,-1.5780655623445425,3,4250
427,True,53.81851364681377,-1.6252145404082725,3,4253
428,True,53.77253887577549,-1.539685650919516,3,4257
429,True,53.802416407613684,-1.6252972663145986,3,4263
430,True,53.8246076053287,-1.6680001834865368,3,4265
431,False,53.8246076053287,-1.6680001834865368,3,4265
432,True,53.833299736593396,-1.3381604399684999,2,4385
433,True,53.80113238776076,-1.5821281916432695,3,4386
434,True,53.81511411069704,-1.6362258164665113,3,4395
451,False,53.825415333727854,-1.5813702201259916,4,4402
435,True,53.818201422218145,-1.5312417069624313,3,4403
436,True,53.79235123429308,-1.5427325638215805,3,4407
448,False,53.940619455362366,-1.387892938353991,3,4428
437,False,53.85368519189219,-1.5403316048127964,2,4431
438,True,53.749019369424765,-1.600523794963676,4,4431
439,True,53.811928260039075,-1.5222450414116362,3,4433
440,True,53.935248698959235,-1.3678350318079475,4,4435
441,False,53.935248698959235,-1.3678350318079475,4,4435
442,False,53.935248698959235,-1.3678350318079475,4,4435
443,False,53.86297214654723,-1.5270619546462993,2,4435
444,False,53.78804301769312,-1.5466953959695393,3,4435
445,False,53.78804301769312,-1.5466953959695393,3,4435
446,True,53.80234625256675,-1.493565958474341,3,4436
447,True,53.7490654296668,-1.45673557425338,3,4439
449,True,53.85935320485481,-1.6874450772471175,3,4444
450,True,53.79341305728673,-1.6530813493680845,3,4446
452,True,53.81129558740994,-1.6487574875277997,2,4448
453,True,53.81259035938597,-1.5765013621811628,3,4451
454,True,53.8103656020645,-1.6265172678997337,2,4479
458,False,53.85984387662798,-1.520148838985081,3,4492
455,True,53.801203277201274,-1.499637786178711,3,4506
456,True,53.88224382927618,-1.6100717300403238,4,4508
457,True,53.74256160498775,-1.6046483923628687,3,4531
459,True,53.93297709632647,-1.3786224426452978,3,4585
460,False,53.93297709632647,-1.3786224426452978,3,4585
461,False,53.78120973057782,-1.5389989580352552,3,4585
462,True,53.807712583059256,-1.535914290847665,3,4592
463,False,53.807712583059256,-1.535914290847665,3,4592
469,False,53.761483420631166,-1.5661849418723155,3,4630
468,False,53.761483420631166,-1.5661849418723155,3,4630
467,False,53.761483420631166,-1.5661849418723155,4,4630
466,False,53.761483420631166,-1.5661849418723155,3,4630
464,False,53.761483420631166,-1.5661849418723155,3,4630
465,True,53.761483420631166,-1.5661849418723155,4,4630
470,True,53.795711877064576,-1.5923685403875276,3,4631
471,False,53.795711877064576,-1.5923685403875276,3,4631
475,False,53.8566372529172,-1.5630735717650637,3,4638
472,True,53.792443680830104,-1.5676721545593058,4,4641
473,False,53.792443680830104,-1.5676721545593058,4,4641
474,True,53.899720566755434,-1.702728079760792,2,4643
476,True,53.80844717878031,-1.5170758998670468,2,4654
478,False,53.74832752857567,-1.3753441778506645,3,4670
477,True,53.79851051776412,-1.536349842678296,3,4670
479,True,53.780231194743244,-1.563336014081791,3,4671
480,False,53.780231194743244,-1.563336014081791,3,4671
485,False,53.800218470853295,-1.5602893520072945,2,4672
481,True,53.817257543687674,-1.5312066676539944,2,4673
482,False,53.817257543687674,-1.5312066676539944,2,4673
483,False,53.817257543687674,-1.5312066676539944,2,4673
484,False,53.817257543687674,-1.5312066676539944,2,4673
486,True,53.76728306787904,-1.41998413780009,2,4687
487,True,53.780015696210754,-1.34921198574435,3,4688
488,True,53.790724656210315,-1.603437008089943,2,4689
490,False,53.798849773005095,-1.5900456175224649,3,4692
489,True,53.725040355940386,-1.6260001679494456,3,4693
558,False,53.812295039705596,-1.5173202502521534,3,4732
557,False,53.812295039705596,-1.5173202502521534,3,4732
493,False,53.834975494713774,-1.6016062134593065,3,4768
492,True,53.834975494713774,-1.6016062134593065,3,4768
494,True,53.814415097220525,-1.5329394106802643,3,4769
495,True,53.803593119183965,-1.5516903246120957,3,4779
498,False,53.7972364741477,-1.5416167391896072,2,4781
497,False,53.78706436480358,-1.619423515915334,2,4782
496,True,53.81593581010096,-1.6061001835552637,3,4782
499,True,53.80840833869484,-1.5886768309257417,4,4814
500,True,53.805437559121756,-1.5310195844819001,3,4833
501,True,53.7747334462654,-1.5400713387005838,3,4835
502,False,53.7747334462654,-1.5400713387005838,3,4835
503,True,53.815075102638325,-1.562594423685232,4,4846
504,True,53.78191134129408,-1.5368059109133272,3,4872
505,True,53.85327375846944,-1.4628669652015889,4,4884
506,False,53.85327375846944,-1.4628669652015889,3,4884
507,False,53.85327375846944,-1.4628669652015889,3,4884
508,True,53.77584817823756,-1.4543414490572155,2,4925
509,True,53.80168527767682,-1.49668649319254,5,4934
510,True,53.81373832955085,-1.6214905964671458,2,4942
511,True,53.79670149176433,-1.5546938013493117,2,4962
512,True,53.822259974528215,-1.5786369509873792,2,4972
513,True,53.73543263707849,-1.5753212811368853,3,4976
514,True,53.734130499601335,-1.5275687128166717,3,4987
515,True,53.80640794207448,-1.4524263927645231,3,5026
516,True,53.78623093517138,-1.3946947953447641,2,5061
517,True,53.83963060544368,-1.3403858122379622,4,5069
518,True,53.7861726996753,-1.5609825354063467,3,5074
519,True,53.84195339763824,-1.546767135931069,3,5075
520,True,53.82501263035634,-1.5519783390930666,2,5105
521,True,53.76985506621662,-1.5177310866263987,3,5109
522,False,53.76985506621662,-1.5177310866263987,3,5109
523,True,53.8480263569574,-1.6044311845468338,4,5120
527,False,53.80802107161963,-1.4533620749939444,3,5121
524,True,53.82110134590661,-1.5146063736085864,4,5154
525,False,53.82110134590661,-1.5146063736085864,4,5154
600,False,53.79713261556368,-1.540312252233574,2,5160
526,True,53.81622665168226,-1.4632038662322844,3,5166
528,True,53.75016005595841,-1.6057144512811485,3,5168
530,False,53.76282949773301,-1.5275502054548364,3,5214
529,True,53.80312323510572,-1.6974287829051733,3,5214
531,True,53.79808969788464,-1.62706654649395,3,5216
532,True,53.81626360139733,-1.4756276503346466,3,5224
533,False,53.87797098859285,-1.356469282832176,3,5241
534,True,53.87797098859285,-1.356469282832176,4,5241
535,True,53.722595937893566,-1.4297827816257147,3,5256
536,False,53.722595937893566,-1.4297827816257147,3,5256
537,True,53.84539149427143,-1.5157391085068592,3,5260
538,True,53.837968256110436,-1.5934933704262775,4,5296
539,True,53.79637934155889,-1.5624093281361113,3,5304
540,False,53.727264774162414,-1.4382376005325017,2,5309
541,True,53.7680710228232,-1.5537526153566168,3,5309
542,False,53.7680710228232,-1.5537526153566168,3,5309
543,False,53.7680710228232,-1.5537526153566168,3,5309
548,False,53.80996351475087,-1.5254261121625692,4,5312
544,True,53.80996351475087,-1.5254261121625692,4,5312
546,False,53.80996351475087,-1.5254261121625692,4,5312
545,False,53.80996351475087,-1.5254261121625692,4,5312
547,False,53.80996351475087,-1.5254261121625692,4,5312
549,True,53.7982912681439,-1.5870602062332826,3,5318
551,False,53.79919735071201,-1.5420052915620932,2,5348
550,True,53.732478443799266,-1.5838396775942594,3,5366
552,True,53.78278811588795,-1.6034055594054444,3,5390
553,True,53.79085687349652,-1.5444792518711736,3,5412
554,True,53.79112860183389,-1.5474059421982822,3,5416
555,True,53.78650802704397,-1.5377873996659197,4,5448
556,True,53.78391189387977,-1.4914809662013961,3,5458
593,False,53.80524469200329,-1.6669838475377805,3,5507
559,True,53.82908561938159,-1.4999894377673797,3,5513
562,False,53.84818061557827,-1.3440971152910703,5,5540
563,False,53.84818061557827,-1.3440971152910703,5,5540
560,True,53.84818061557827,-1.3440971152910703,5,5540
561,False,53.84818061557827,-1.3440971152910703,5,5540
565,False,53.82667751490245,-1.338523053451837,5,5544
564,True,53.82667751490245,-1.338523053451837,5,5544
566,False,53.82667751490245,-1.338523053451837,5,5544
567,False,53.82667751490245,-1.338523053451837,5,5544
568,True,53.742677596819966,-1.6043895513582507,3,5548
569,True,53.86858843261851,-1.7689638944413637,3,5551
570,True,53.74876429846323,-1.6361770734026935,3,5556
572,True,53.79207740764785,-1.426655397747736,3,5588
571,False,53.81855136405936,-1.5522750596953279,2,5589
573,True,53.80202089254493,-1.6029205513061988,3,5591
574,True,53.800071429152524,-1.54495639426247,2,5595
575,True,53.77016120010514,-1.5904160244718581,2,5602
576,True,53.79950953285138,-1.5991031039086698,3,5636
577,True,53.772355242157204,-1.5481236635716975,3,5638
578,True,53.81317828655961,-1.513467688485041,3,5648
579,True,53.81018409303768,-1.579775470837641,4,5650
580,True,53.76968176699601,-1.519341274375512,2,5652
581,True,53.796661944082224,-1.5915850815995483,2,5663
582,False,53.796661944082224,-1.5915850815995483,2,5663
583,True,53.83472686862051,-1.651722201181447,3,5686
584,False,53.83472686862051,-1.651722201181447,3,5686
586,False,53.80817365212014,-1.4533145339902953,3,5686
587,False,53.80817365212014,-1.4533145339902953,3,5686
585,True,53.84293795954891,-1.6294040596034278,4,5688
588,True,53.77988566686562,-1.5244602579688968,3,5727
589,False,53.77988566686562,-1.5244602579688968,3,5727
590,True,53.83838278298083,-1.6018626280298105,3,5737
591,True,53.78727017109349,-1.5587854468279039,3,5745
594,False,53.807185418135845,-1.5344015846901087,3,5747
592,True,53.773960830849376,-1.5617775205516693,3,5753
595,True,53.8011289322656,-1.52332427127804,4,5776
598,False,53.833627074913515,-1.5093105881210707,3,5784
597,False,53.846580843973754,-1.5346639794623311,3,5784
599,False,53.833627074913515,-1.5093105881210707,3,5784
602,False,53.740810662389634,-1.5997525631971021,2,5792
596,True,53.749477006780225,-1.44455318102314,3,5792
613,False,53.814503870095784,-1.553912900150526,3,5792
603,True,53.75675833274323,-1.6199551866866613,4,5793
604,True,53.80648444340183,-1.536747836476923,3,5794
605,False,53.80648444340183,-1.536747836476923,3,5794
606,True,53.800765951047424,-1.3338596119996895,3,5795
607,True,53.79656921352923,-1.5933925661286206,3,5798
601,True,53.7468495244081,-1.5835764622675697,2,5801
608,True,53.709085187370256,-1.552210208090177,2,5807
609,True,53.925814116246535,-1.3769622949631803,3,5820
610,True,53.73940384857995,-1.598355969706473,3,5829
620,False,53.764506037190856,-1.5042304927950794,4,5835
833,False,53.78854162705873,-1.3703909164800172,2,5840
614,False,53.85675396479483,-1.500784878061364,3,5842
611,True,53.8079376851873,-1.5360181047724397,3,5845
615,True,53.83610408198193,-1.6255286785121417,2,5845
616,False,53.80041158611271,-1.586811647098855,2,5845
621,False,53.90691942657205,-1.526139735250928,2,5845
612,False,53.8079376851873,-1.5360181047724397,3,5845
617,True,53.81588723866272,-1.6022731735279219,3,5846
618,True,53.805632711472754,-1.47607912683146,2,5848
619,True,53.79809760013293,-1.626717292436027,2,5851
622,True,53.81436263844202,-1.547398818083241,2,5869
629,False,53.725100303398904,-1.5170154471323802,3,5880
628,False,53.725100303398904,-1.5170154471323802,3,5880
627,False,53.725100303398904,-1.5170154471323802,3,5880
625,False,53.725100303398904,-1.5170154471323802,3,5880
624,False,53.725100303398904,-1.5170154471323802,3,5880
623,True,53.725100303398904,-1.5170154471323802,3,5880
626,False,53.725100303398904,-1.5170154471323802,3,5880
631,False,53.790997388751954,-1.5436125048008937,3,5884
632,False,53.790997388751954,-1.5436125048008937,3,5884
633,False,53.790997388751954,-1.5436125048008937,3,5884
634,False,53.790997388751954,-1.5436125048008937,3,5884
630,True,53.78185593113757,-1.5907878566083529,4,5892
635,True,53.75182588377821,-1.5157385302425666,4,5927
636,True,53.82231363706112,-1.4968799682194374,2,5937
637,True,53.797269537940565,-1.5879052267188156,2,5973
676,False,53.76165342255979,-1.58893637871812,3,5976
638,True,53.822498201491,-1.4567435947198824,3,5977
639,True,53.84488805998895,-1.5112764371210092,2,5980
640,True,53.909229655768314,-1.404989830535522,2,5983
641,True,53.74782125275894,-1.6334557347211462,3,6015
642,True,53.81060737845251,-1.5245987730204007,4,6016
643,True,53.72970614417945,-1.5113241620416884,3,6019
644,True,53.792157465279494,-1.4321494294408257,3,6023
645,False,53.792157465279494,-1.4321494294408257,3,6023
646,True,53.80147907219273,-1.4968104269767228,2,6026
647,True,53.776029287040835,-1.5822712058781676,3,6034
648,True,53.80674808425044,-1.5351960524078025,3,6114
649,True,53.76832294775935,-1.516701820995209,4,6122
651,False,53.76832294775935,-1.516701820995209,4,6122
650,False,53.76832294775935,-1.516701820995209,4,6122
652,True,53.901889536166685,-1.689654377842808,3,6124
653,False,53.901889536166685,-1.689654377842808,3,6124
654,True,53.871316132455576,-1.6641479617813006,3,6125
655,True,53.84852015800676,-1.5341256763877273,3,6130
656,False,53.777554603180896,-1.5564897168670702,2,6130
657,True,53.90681049588756,-1.525866982848807,3,6163
658,True,53.803682200328396,-1.5326334807036202,3,6166
659,True,53.800429912252184,-1.5329884639299358,3,6172
660,True,53.7396353926203,-1.5449117113024569,3,6180
661,True,53.83606507930122,-1.556069656202654,3,6187
662,False,53.83606507930122,-1.556069656202654,3,6187
663,False,53.83606507930122,-1.556069656202654,3,6187
664,True,53.75393073552359,-1.4838049456384348,3,6189
665,True,53.76796367790885,-1.5538902927371838,2,6190
666,True,53.804004147409344,-1.6480136306283686,2,6211
667,True,53.80850030997099,-1.5168778749787832,2,6223
668,True,53.83998719436617,-1.622758586281426,4,6233
679,False,53.798566224220664,-1.630022827581909,3,6239
673,False,53.79932199193675,-1.6302742800900305,3,6253
674,False,53.79932199193675,-1.6302742800900305,3,6253
675,True,53.78113718754186,-1.5388328184178166,4,6265
678,False,53.78898852625706,-1.5844193539100453,3,6275
677,True,53.78898852625706,-1.5844193539100453,3,6275
671,False,53.80092325650552,-1.5397090483492348,3,6281
670,False,53.80092325650552,-1.5397090483492348,3,6281
669,True,53.80092325650552,-1.5397090483492348,3,6281
672,False,53.80092325650552,-1.5397090483492348,3,6281
680,True,53.80585829786402,-1.6165961237145217,3,6325
681,True,53.707578879604576,-1.5604977363950008,2,6338
683,True,53.82880638214347,-1.564411380356002,2,6365
685,True,53.79036006607087,-1.5391263846266807,2,6371
686,True,53.857660440231626,-1.5004700238547115,4,6375
684,False,53.74212673709453,-1.6063354248003543,3,6376
687,True,53.76184994107666,-1.4360470662129716,4,6418
708,False,53.83033987760051,-1.5863046491691906,3,6426
688,True,53.745502756350966,-1.5168574465421703,3,6454
689,True,53.815907526953936,-1.602971646220535,3,6463
690,True,53.78678089759421,-1.5026324080000162,3,6496
691,True,53.78916328532787,-1.5364376790237095,5,6499
692,True,53.928186739144856,-1.385653338285814,3,6509
694,False,53.79242700578469,-1.6602847285739792,3,6511
693,True,53.79242700578469,-1.6602847285739792,3,6511
695,True,53.79543331245663,-1.5425168873628086,3,6517
696,True,53.83975737710936,-1.5436146585011916,3,6521
697,False,53.83975737710936,-1.5436146585011916,3,6521
698,True,53.9058467766767,-1.6906600943340968,2,6549
699,True,53.80732491209913,-1.5402767505744048,3,6554
700,False,53.80732491209913,-1.5402767505744048,3,6554
701,False,53.80280872843845,-1.5368490649123248,3,6554
702,False,53.80280872843845,-1.5368490649123248,3,6554
703,False,53.80280872843845,-1.5368490649123248,3,6554
704,False,53.80280872843845,-1.5368490649123248,3,6554
705,True,53.77894067801192,-1.5521654003536527,3,6556
706,False,53.77894067801192,-1.5521654003536527,3,6556
707,False,53.77894067801192,-1.5521654003536527,3,6556
709,True,53.815669787297544,-1.5183750550875235,3,6558
710,True,53.807139484203645,-1.5778773782644773,5,6560
711,False,53.807139484203645,-1.5778773782644773,5,6560
